Item_Identifier;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales
FDJ53;15.15;Low Fat;0.027756137;Baking Goods;150.4708;OUT013;1987;High;Tier 3;Supermarket Type1;2106.5912
FDX04;6.28;Low Fat;0.027748176;Soft Drinks;86.5198;OUT049;1999;Medium;Tier 1;Supermarket Type1;1395.5168
FDZ19;15.7;Regular;0.027729547;Canned;169.379;OUT018;2009;Medium;Tier 3;Supermarket Type2;1528.011
FDB45;17.35;Regular;0.027723342;Canned;89.6856;OUT018;2009;Medium;Tier 3;Supermarket Type2;2109.2544
NCF54;19.35;Low Fat;0.027714371;Health and Hygiene;65.6168;OUT046;1997;Small;Tier 1;Supermarket Type1;830.9184
FDX21;6.28;Low Fat;0.027699863;Soft Drinks;87.9198;OUT035;2004;Small;Tier 2;Supermarket Type1;1221.0772
FDA50;6.28;Low Fat;0.027682047;Soft Drinks;85.5198;OUT013;1987;High;Tier 3;Supermarket Type1;1744.396
DRH39;15.7;Regular;0.027673055;Canned;169.279;OUT045;2002;;Tier 2;Supermarket Type1;3735.138
FDA38;17.35;Regular;0.027653795;Canned;88.0856;OUT049;1999;Medium;Tier 1;Supermarket Type1;1318.284
NCP30;;Low Fat;0.027644732;Baking Goods;149.4708;OUT027;1985;Medium;Tier 3;Supermarket Type3;3159.8868
FDW19;16.6;Low Fat;0.027622076;Household;177.6344;OUT049;1999;Medium;Tier 1;Supermarket Type1;2676.516
FDF41;15.7;Regular;0.027617046;Canned;168.279;OUT046;1997;Small;Tier 1;Supermarket Type1;4074.696
DRF23;;Low Fat;0.027610698;Snack Foods;149.5366;OUT019;1985;Small;Tier 1;Grocery Store;604.5464
NCP14;15.7;Regular;0.027594064;Canned;171.179;OUT013;1987;High;Tier 3;Supermarket Type1;1867.569
FDK44;17.35;Regular;0.02758789;Canned;86.1856;OUT013;1987;High;Tier 3;Supermarket Type1;703.0848
DRA59;;Low Fat;0.027580163;Health and Hygiene;62.2168;OUT027;1985;Medium;Tier 3;Supermarket Type3;1661.8368
FDC28;16.6;Low Fat;0.027579198;Household;178.7344;OUT046;1997;Small;Tier 1;Supermarket Type1;1605.9096
NCO53;16.6;Low Fat;0.027573983;Household;176.6344;OUT035;2004;Small;Tier 2;Supermarket Type1;2676.516
FDY55;;low fat;0.027570939;Soft Drinks;86.6198;OUT027;1985;Medium;Tier 3;Supermarket Type3;2529.3742
NCS54;16.6;Low Fat;0.027556247;Household;176.6344;OUT013;1987;High;Tier 3;Supermarket Type1;1962.7784
NCM07;;Low Fat;0.027532258;Household;185.0608;OUT019;1985;Small;Tier 1;Grocery Store;551.2824
FDQ19;;Regular;0.02748331;Canned;169.379;OUT027;1985;Medium;Tier 3;Supermarket Type3;5602.707
FDS40;;Regular;0.02747716;Canned;87.9856;OUT027;1985;Medium;Tier 3;Supermarket Type3;3251.7672
FDC14;;LF;0.02746599;Household;181.5976;OUT019;1985;Small;Tier 1;Grocery Store;543.2928
FDR12;19.5;Regular;0.027458099;Canned;158.792;OUT018;2009;Medium;Tier 3;Supermarket Type2;2556.672
FDM60;9.6;Regular;0.027454997;Snack Foods;258.1304;OUT018;2009;Medium;Tier 3;Supermarket Type2;2324.9736
FDG26;10.5;Low Fat;0.027430696;Household;171.1106;OUT017;2007;;Tier 2;Supermarket Type1;3593.3226
NCL55;10.3;Low Fat;0.027426689;Fruits and Vegetables;97.3042;OUT018;2009;Medium;Tier 3;Supermarket Type2;694.4294
FDO21;9.6;Regular;0.027399064;Snack Foods;258.3304;OUT045;2002;;Tier 2;Supermarket Type1;4133.2864
NCG18;9.6;Regular;0.027386122;Snack Foods;259.2304;OUT049;1999;Medium;Tier 1;Supermarket Type1;4649.9472
FDA27;19.5;Regular;0.0273467;Canned;158.992;OUT046;1997;Small;Tier 1;Supermarket Type1;1757.712
DRG03;9.6;Regular;0.02734361;Snack Foods;257.8304;OUT046;1997;Small;Tier 1;Supermarket Type1;1808.3128
FDC22;19.5;Regular;0.027341529;Canned;158.292;OUT035;2004;Small;Tier 2;Supermarket Type1;3994.8
FDC21;7.55;Low Fat;0.0273235;Canned;151.934;OUT017;2007;;Tier 2;Supermarket Type1;1837.608
FDN50;10.3;Low Fat;0.027310252;Fruits and Vegetables;101.0042;OUT035;2004;Small;Tier 2;Supermarket Type1;1289.6546
DRF27;10.3;Low Fat;0.027292686;Fruits and Vegetables;101.2042;OUT013;1987;High;Tier 3;Supermarket Type1;396.8168
FDW57;10.5;Low Fat;0.02727641;Household;171.3106;OUT046;1997;Small;Tier 1;Supermarket Type1;3593.3226
FDM34;10.5;Low Fat;0.027271252;Household;171.6106;OUT035;2004;Small;Tier 2;Supermarket Type1;2566.659
FDZ39;10.5;Low Fat;0.027253711;Household;170.9106;OUT013;1987;High;Tier 3;Supermarket Type1;3251.1014
FDU28;19.25;Regular;0.027233781;Meat;197.511;OUT017;2007;;Tier 2;Supermarket Type1;982.055
FDQ27;7.55;Low Fat;0.027224917;Canned;152.934;OUT045;2002;;Tier 2;Supermarket Type1;2450.144
FDQ52;6.635;Low Fat;0.027222517;Household;174.0396;OUT017;2007;;Tier 2;Supermarket Type1;2093.2752
FDT51;10.1;Low Fat;0.027217468;Meat;76.067;OUT017;2007;;Tier 2;Supermarket Type1;1454.773
NCI30;;Regular;0.027214272;Canned;159.692;OUT027;1985;Medium;Tier 3;Supermarket Type3;3515.424
NCX29;7.55;Low Fat;0.027212058;Canned;152.734;OUT049;1999;Medium;Tier 1;Supermarket Type1;2756.412
FDX38;19.25;Regular;0.027190917;Meat;194.811;OUT018;2009;Medium;Tier 3;Supermarket Type2;2160.521
FDO08;;LF;0.027183141;Fruits and Vegetables;99.7042;OUT027;1985;Medium;Tier 3;Supermarket Type3;3868.9638
FDM15;8.52;Low Fat;0.027169589;Soft Drinks;151.0682;OUT018;2009;Medium;Tier 3;Supermarket Type2;1829.6184
FDW22;7.55;Low Fat;0.027164679;Canned;152.334;OUT035;2004;Small;Tier 2;Supermarket Type1;2603.278
FDT08;10.895;Low Fat;0.027157955;Others;50.2666;OUT018;2009;Medium;Tier 3;Supermarket Type2;820.2656
FDS32;19;Low Fat;0.027139013;Household;127.3336;OUT017;2007;;Tier 2;Supermarket Type1;2940.1728
NCI06;19.25;Regular;0.027135522;Meat;196.311;OUT045;2002;;Tier 2;Supermarket Type1;3142.576
FDR21;16.6;Low Fat;0.027133398;Health and Hygiene;106.2596;OUT010;1998;;Tier 3;Grocery Store;215.7192
FDD05;8.52;Low Fat;0.027114238;Soft Drinks;151.9682;OUT045;2002;;Tier 2;Supermarket Type1;1677.1502
FDZ02;10.1;Low Fat;0.027106459;Meat;75.367;OUT049;1999;Medium;Tier 1;Supermarket Type1;535.969
FDH47;8.52;Low Fat;0.027101431;Soft Drinks;151.7682;OUT049;1999;Medium;Tier 1;Supermarket Type1;2439.4912
FDM58;6.635;Low Fat;0.027069402;Household;174.9396;OUT046;1997;Small;Tier 1;Supermarket Type1;1744.396
FDG09;10.1;Low Fat;0.027064381;Meat;76.367;OUT046;1997;Small;Tier 1;Supermarket Type1;765.67
FDO27;8.52;Low Fat;0.02705936;Soft Drinks;153.3682;OUT046;1997;Small;Tier 1;Supermarket Type1;914.8092
FDI41;10.1;Low Fat;0.027059264;Meat;76.467;OUT035;2004;Small;Tier 2;Supermarket Type1;1761.041
FDK34;19.25;Regular;0.027058066;Meat;194.811;OUT013;1987;High;Tier 3;Supermarket Type1;2749.754
NCX54;8.52;Low Fat;0.027054244;Soft Drinks;151.5682;OUT035;2004;Small;Tier 2;Supermarket Type1;3506.7686
FDL14;20.7;Low Fat;0.027052013;Household;73.9354;OUT017;2007;;Tier 2;Supermarket Type1;1655.1788
FDA13;10.895;Low Fat;0.027047774;Others;50.6666;OUT046;1997;Small;Tier 1;Supermarket Type1;666.4658
FDS11;10.1;Low Fat;0.027041859;Meat;77.567;OUT013;1987;High;Tier 3;Supermarket Type1;306.268
FDT43;10.895;Low Fat;0.027032204;Frozen Foods;106.328;OUT017;2007;;Tier 2;Supermarket Type1;852.224
FDR07;19;Low Fat;0.027028323;Household;127.0336;OUT049;1999;Medium;Tier 1;Supermarket Type1;3962.8416
FDF41;17.5;Low Fat;0.027022883;Frozen Foods;262.491;OUT017;2007;;Tier 2;Supermarket Type1;5259.82
DRM23;9.8;Low Fat;0.026992588;Meat;127.302;OUT017;2007;;Tier 2;Supermarket Type1;2277.036
FDO52;19;Low Fat;0.026986367;Household;127.1336;OUT046;1997;Small;Tier 1;Supermarket Type1;2812.3392
FDD10;17.5;Low Fat;0.026980351;Frozen Foods;262.591;OUT018;2009;Medium;Tier 3;Supermarket Type2;4207.856
FDN38;19;Low Fat;0.026963909;Household;129.8336;OUT013;1987;High;Tier 3;Supermarket Type1;3451.5072
FDE17;20.7;Low Fat;0.02695441;Household;73.2354;OUT045;2002;;Tier 2;Supermarket Type1;1504.708
FDZ03;9.8;Low Fat;0.026950104;Meat;128.402;OUT018;2009;Medium;Tier 3;Supermarket Type2;1265.02
FDD03;15;Regular;0.026950104;Baking Goods;220.9456;OUT018;2009;Medium;Tier 3;Supermarket Type2;1768.3648
NCW18;;Regular;0.026949463;Meat;197.711;OUT027;1985;Medium;Tier 3;Supermarket Type3;4910.275
DRG36;7.31;Low Fat;0.026940466;Snack Foods;108.457;OUT017;2007;;Tier 2;Supermarket Type1;2306.997
FDT43;;Low Fat;0.026938317;Household;174.1396;OUT027;1985;Medium;Tier 3;Supermarket Type3;4012.1108
NCU17;10.895;Low Fat;0.026934673;Frozen Foods;106.128;OUT045;2002;;Tier 2;Supermarket Type1;319.584
FDH50;;Low Fat;0.026933321;Meat;78.467;OUT027;1985;Medium;Tier 3;Supermarket Type3;3292.381
FDU57;17.5;Low Fat;0.026925385;Frozen Foods;264.391;OUT045;2002;;Tier 2;Supermarket Type1;5259.82
FDA56;;Low Fat;0.026916794;Others;50.9666;OUT027;1985;Medium;Tier 3;Supermarket Type3;717.7324
FDZ15;17.5;Low Fat;0.026912667;Frozen Foods;261.291;OUT049;1999;Medium;Tier 1;Supermarket Type1;3418.883
FDY51;19.7;Low Fat;0.026903714;Household;96.0726;OUT045;2002;;Tier 2;Supermarket Type1;1272.3438
DRF03;20.7;Low Fat;0.026899856;Household;73.9354;OUT046;1997;Small;Tier 1;Supermarket Type1;677.1186
NCV06;9.8;Low Fat;0.0268952;Meat;128.402;OUT045;2002;;Tier 2;Supermarket Type1;2403.538
FDA21;15;Regular;0.0268952;Baking Goods;220.3456;OUT045;2002;;Tier 2;Supermarket Type1;1989.4104
NCQ53;20.7;Low Fat;0.02689477;Household;76.7354;OUT035;2004;Small;Tier 2;Supermarket Type1;2482.7682
NCO29;9.8;Low Fat;0.026882496;Meat;126.302;OUT049;1999;Medium;Tier 1;Supermarket Type1;3036.048
FDT26;10.895;Low Fat;0.026880159;Frozen Foods;106.428;OUT046;1997;Small;Tier 1;Supermarket Type1;1491.392
FDI21;20.7;Low Fat;0.026877471;Household;74.6354;OUT013;1987;High;Tier 3;Supermarket Type1;1053.2956
NCI55;17.5;Low Fat;0.02687089;Frozen Foods;264.491;OUT046;1997;Small;Tier 1;Supermarket Type1;3681.874
FDZ04;17.5;Low Fat;0.026865809;Frozen Foods;261.691;OUT035;2004;Small;Tier 2;Supermarket Type1;4207.856
FDL27;17.5;Low Fat;0.026848529;Frozen Foods;264.891;OUT013;1987;High;Tier 3;Supermarket Type1;4996.829
FDS45;7.31;Low Fat;0.026843265;Snack Foods;109.757;OUT045;2002;;Tier 2;Supermarket Type1;1208.427
NCG43;15;Regular;0.026840766;Baking Goods;219.8456;OUT046;1997;Small;Tier 1;Supermarket Type1;4863.0032
FDU28;12.35;Low Fat;0.026832182;Canned;57.3246;OUT017;2007;;Tier 2;Supermarket Type1;1332.2658
FDO20;7.31;Low Fat;0.026830586;Snack Foods;108.057;OUT049;1999;Medium;Tier 1;Supermarket Type1;2087.283
NCG55;17.6;Regular;0.026827052;Breads;47.8402;OUT010;1998;;Tier 3;Grocery Store;91.8804
NCM42;19.7;Low Fat;0.026826919;Household;98.7726;OUT013;1987;High;Tier 3;Supermarket Type1;1859.5794
NCG07;9.8;Low Fat;0.02681843;Meat;126.002;OUT013;1987;High;Tier 3;Supermarket Type1;2150.534
NCQ29;15;Regular;0.02681843;Baking Goods;219.7456;OUT013;1987;High;Tier 3;Supermarket Type1;3094.6384
NCV05;9.3;Low Fat;0.026818196;Dairy;248.9092;OUT010;1998;;Tier 3;Grocery Store;498.0184
NCO02;8.85;Low Fat;0.026814124;Household;103.7964;OUT010;1998;;Tier 3;Grocery Store;210.3928
FDH19;12.35;LF;0.02678995;Canned;58.9246;OUT018;2009;Medium;Tier 3;Supermarket Type2;926.7936
DRG13;7.31;Low Fat;0.026788937;Snack Foods;110.357;OUT046;1997;Small;Tier 1;Supermarket Type1;3185.853
FDI57;7.31;Low Fat;0.026783871;Snack Foods;108.157;OUT035;2004;Small;Tier 2;Supermarket Type1;1098.57
FDX51;16.7;Low Fat;0.026771204;Household;246.3776;OUT017;2007;;Tier 2;Supermarket Type1;1981.4208
FDW33;;Low Fat;0.026769592;Household;77.0354;OUT027;1985;Medium;Tier 3;Supermarket Type3;2332.2974
DRE12;15.25;Low Fat;0.026760329;Snack Foods;86.0198;OUT017;2007;;Tier 2;Supermarket Type1;2006.0554
FDY31;;LF;0.026749991;Frozen Foods;106.928;OUT027;1985;Medium;Tier 3;Supermarket Type3;2876.256
FDR31;;Low Fat;0.026740767;Frozen Foods;261.291;OUT027;1985;Medium;Tier 3;Supermarket Type3;5522.811
FDS55;12.35;Low Fat;0.026735372;Canned;57.4246;OUT045;2002;;Tier 2;Supermarket Type1;810.9444
DRL60;16.7;Low Fat;0.026729068;Household;248.4776;OUT018;2009;Medium;Tier 3;Supermarket Type2;6439.6176
FDW55;12.35;Low Fat;0.026722744;Canned;59.2246;OUT049;1999;Medium;Tier 1;Supermarket Type1;984.7182
FDT11;15.25;Low Fat;0.02671821;Snack Foods;85.2198;OUT018;2009;Medium;Tier 3;Supermarket Type2;1482.7366
FDO50;12.35;Low Fat;0.026681262;Canned;56.4246;OUT046;1997;Small;Tier 1;Supermarket Type1;810.9444
FDD28;12.35;Low Fat;0.026676216;Canned;57.0246;OUT035;2004;Small;Tier 2;Supermarket Type1;1737.738
FDN28;15.25;Low Fat;0.026663778;Snack Foods;87.0198;OUT045;2002;;Tier 2;Supermarket Type1;2442.1544
FDS35;15.25;Low Fat;0.026651184;Snack Foods;86.6198;OUT049;1999;Medium;Tier 1;Supermarket Type1;1657.1762
FDB38;16.6;Low Fat;0.026645307;Frozen Foods;53.5614;OUT018;2009;Medium;Tier 3;Supermarket Type2;939.4438
FDT07;13.65;Regular;0.026643448;Meat;37.9532;OUT049;1999;Medium;Tier 1;Supermarket Type1;862.8768
FDC53;16.85;reg;0.026627857;Canned;93.712;OUT018;2009;Medium;Tier 3;Supermarket Type2;745.696
NCT41;17;Regular;0.026622757;Canned;144.247;OUT045;2002;;Tier 2;Supermarket Type1;3149.234
FDR40;16.7;Low Fat;0.026620627;Household;249.2776;OUT046;1997;Small;Tier 1;Supermarket Type1;4210.5192
FDH32;15.25;Low Fat;0.026604781;Snack Foods;86.2198;OUT035;2004;Small;Tier 2;Supermarket Type1;610.5386
FDN60;13.65;Regular;0.026602089;Meat;35.1532;OUT046;1997;Small;Tier 1;Supermarket Type1;790.9704
FDR33;16.7;Low Fat;0.026598474;Household;245.8776;OUT013;1987;High;Tier 3;Supermarket Type1;4210.5192
FDB59;13.65;Regular;0.026579951;Meat;34.7532;OUT013;1987;High;Tier 3;Supermarket Type1;683.1108
FDS07;17;Regular;0.026568875;Canned;142.047;OUT046;1997;Small;Tier 1;Supermarket Type1;3149.234
FDD02;17;Regular;0.026563851;Canned;141.247;OUT035;2004;Small;Tier 2;Supermarket Type1;3292.381
FDH05;16.85;Regular;0.026561057;Canned;93.712;OUT049;1999;Medium;Tier 1;Supermarket Type1;466.06
FDR04;;Low Fat;0.026552056;Canned;56.2246;OUT027;1985;Medium;Tier 3;Supermarket Type3;1737.738
DRJ47;17;Regular;0.026546765;Canned;142.147;OUT013;1987;High;Tier 3;Supermarket Type1;2147.205
FDW50;16.6;Low Fat;0.026537206;Frozen Foods;57.2614;OUT046;1997;Small;Tier 1;Supermarket Type1;1049.9666
NCJ17;10.5;Regular;0.026520107;Baking Goods;144.8128;OUT017;2007;;Tier 2;Supermarket Type1;2157.192
FDH60;8.895;Low Fat;0.026492726;Frozen Foods;208.4954;OUT017;2007;;Tier 2;Supermarket Type1;6251.862
DRL60;;Low Fat;0.026491715;Household;247.2776;OUT027;1985;Medium;Tier 3;Supermarket Type3;6191.94
FDS32;;Low Fat;0.026480954;Snack Foods;87.6198;OUT027;1985;Medium;Tier 3;Supermarket Type3;2180.495
FDM58;8.895;Low Fat;0.026451028;Frozen Foods;210.3954;OUT018;2009;Medium;Tier 3;Supermarket Type2;5001.4896
FDK10;18.7;Low Fat;0.026450779;Baking Goods;124.902;OUT017;2007;;Tier 2;Supermarket Type1;2909.546
NCS30;;Regular;0.026440214;Canned;143.647;OUT027;1985;Medium;Tier 3;Supermarket Type3;2862.94
FDY15;14.3;Low Fat;0.026428924;Frozen Foods;78.2302;OUT018;2009;Medium;Tier 3;Supermarket Type2;554.6114
FDC53;10.5;Regular;0.026424424;Baking Goods;145.2128;OUT045;2002;;Tier 2;Supermarket Type1;3739.1328
FDK45;;Regular;0.026420581;Meat;250.9408;OUT019;1985;Small;Tier 1;Grocery Store;1001.3632
FDH26;15.5;Regular;0.026409147;Fruits and Vegetables;102.1332;OUT018;2009;Medium;Tier 3;Supermarket Type2;615.1992
NCW06;;Low Fat;0.026408698;Frozen Foods;53.2614;OUT027;1985;Medium;Tier 3;Supermarket Type3;607.8754
FDV37;8.895;Low Fat;0.026397141;Frozen Foods;207.8954;OUT045;2002;;Tier 2;Supermarket Type1;3542.7218
FDB52;;Regular;0.026391403;Canned;92.812;OUT027;1985;Medium;Tier 3;Supermarket Type3;2609.936
FDF41;8.895;Low Fat;0.026384672;Frozen Foods;208.9954;OUT049;1999;Medium;Tier 1;Supermarket Type1;4584.6988
FDA39;14.3;Low Fat;0.026375082;Frozen Foods;79.6302;OUT045;2002;;Tier 2;Supermarket Type1;792.302
FDE56;14.3;Low Fat;0.026362624;Frozen Foods;78.3302;OUT049;1999;Medium;Tier 1;Supermarket Type1;1267.6832
FDC56;11.8;Regular;0.026358005;Canned;39.6138;OUT046;1997;Small;Tier 1;Supermarket Type1;365.5242
FDT26;15.5;Regular;0.026355345;Fruits and Vegetables;100.8332;OUT045;2002;;Tier 2;Supermarket Type1;1537.998
FDR21;18.7;Low Fat;0.026355345;Baking Goods;127.102;OUT045;2002;;Tier 2;Supermarket Type1;3289.052
FDC14;15.5;Regular;0.026342897;Fruits and Vegetables;104.1332;OUT049;1999;Medium;Tier 1;Supermarket Type1;1230.3984
FDI32;11.8;Regular;0.02633607;Canned;40.6138;OUT013;1987;High;Tier 3;Supermarket Type1;406.138
FDI02;19.35;Low Fat;0.026329989;Fruits and Vegetables;169.2474;OUT017;2007;;Tier 2;Supermarket Type1;3705.8428
FDE22;14.3;Low Fat;0.026321701;Frozen Foods;77.6302;OUT046;1997;Small;Tier 1;Supermarket Type1;950.7624
FDW26;14.3;Low Fat;0.026299797;Frozen Foods;79.4302;OUT013;1987;High;Tier 3;Supermarket Type1;1743.0644
FDA36;17.5;Low Fat;0.026289984;Snack Foods;253.7356;OUT017;2007;;Tier 2;Supermarket Type1;3815.034
NCS06;15.5;Regular;0.026280116;Fruits and Vegetables;102.3332;OUT013;1987;High;Tier 3;Supermarket Type1;922.7988
NCX05;17.5;Low Fat;0.026248606;Snack Foods;255.1356;OUT018;2009;Medium;Tier 3;Supermarket Type2;3815.034
FDU19;;Regular;0.02624324;Baking Goods;143.8128;OUT027;1985;Medium;Tier 3;Supermarket Type3;4458.1968
FDA49;6.59;Low Fat;0.026238087;Household;121.6098;OUT045;2002;;Tier 2;Supermarket Type1;2410.196
NCZ42;6.59;Low Fat;0.026225693;Household;119.0098;OUT049;1999;Medium;Tier 1;Supermarket Type1;2530.7058
FDX32;;Low Fat;0.026216144;Frozen Foods;207.5954;OUT027;1985;Medium;Tier 3;Supermarket Type3;6668.6528
FDR01;17.5;Low Fat;0.026195131;Snack Foods;252.6356;OUT045;2002;;Tier 2;Supermarket Type1;2543.356
FDQ15;;Low Fat;0.026194237;Frozen Foods;79.0302;OUT027;1985;Medium;Tier 3;Supermarket Type3;1901.5248
FDQ14;9.8;Low Fat;0.026192765;Snack Foods;215.685;OUT018;2009;Medium;Tier 3;Supermarket Type2;649.155
FDS56;17.5;Low Fat;0.026182758;Snack Foods;253.6356;OUT049;1999;Medium;Tier 1;Supermarket Type1;5086.712
DRJ24;19.35;Low Fat;0.026181893;Fruits and Vegetables;167.0474;OUT046;1997;Small;Tier 1;Supermarket Type1;2358.2636
FDG52;6.59;Low Fat;0.026180032;Household;120.7098;OUT035;2004;Small;Tier 2;Supermarket Type1;2530.7058
FDF59;;Low Fat;0.026174636;Baking Goods;127.102;OUT027;1985;Medium;Tier 3;Supermarket Type3;3415.554
DRM49;6.59;Low Fat;0.026163192;Household;121.5098;OUT013;1987;High;Tier 3;Supermarket Type1;602.549
NCP02;15.1;Low Fat;0.026140452;Frozen Foods;149.0076;OUT017;2007;;Tier 2;Supermarket Type1;4138.6128
FDW13;9.8;Low Fat;0.026139404;Snack Foods;216.785;OUT045;2002;;Tier 2;Supermarket Type1;1947.465
FDV12;18.2;Regular;0.026117345;Baking Goods;239.2196;OUT045;2002;;Tier 2;Supermarket Type1;3133.2548
FDH14;19.85;Low Fat;0.026115595;Household;49.0376;OUT017;2007;;Tier 2;Supermarket Type1;143.8128
FDQ20;9.8;Low Fat;0.026081567;Snack Foods;217.585;OUT035;2004;Small;Tier 2;Supermarket Type1;4327.7
FDT45;19.85;Low Fat;0.026074491;Household;48.6376;OUT018;2009;Medium;Tier 3;Supermarket Type2;575.2512
NCM26;11.8;Regular;0.026072872;Meat;99.8674;OUT017;2007;;Tier 2;Supermarket Type1;1018.674
FDJ22;13.65;Regular;0.026067434;Snack Foods;78.8302;OUT017;2007;;Tier 2;Supermarket Type1;713.0718
FDD29;18.2;Regular;0.026064486;Baking Goods;241.8196;OUT046;1997;Small;Tier 1;Supermarket Type1;4097.3332
FDA13;18.2;Regular;0.026059557;Baking Goods;241.2196;OUT035;2004;Small;Tier 2;Supermarket Type1;6507.5292
FDV47;;LF;0.026058181;Household;121.9098;OUT027;1985;Medium;Tier 3;Supermarket Type3;3374.2744
FDS57;;Low Fat;0.026055106;Fruits and Vegetables;169.5474;OUT027;1985;Medium;Tier 3;Supermarket Type3;4211.185
DRG36;15.1;Low Fat;0.026046138;Frozen Foods;147.2076;OUT045;2002;;Tier 2;Supermarket Type1;1773.6912
FDK38;13.85;Regular;0.026042966;Frozen Foods;161.221;OUT017;2007;;Tier 2;Supermarket Type1;1794.331
DRJ49;19.1;Regular;0.026018497;Fruits and Vegetables;148.2418;OUT017;2007;;Tier 2;Supermarket Type1;3089.9778
FDR37;;Low Fat;0.026015519;Snack Foods;255.8356;OUT027;1985;Medium;Tier 3;Supermarket Type3;2543.356
NCS53;12.15;Low Fat;0.026010729;Starchy Foods;119.144;OUT017;2007;;Tier 2;Supermarket Type1;2157.192
FDR22;20.25;Low Fat;0.026005891;Household;180.9976;OUT045;2002;;Tier 2;Supermarket Type1;2716.464
NCP42;13.85;reg;0.026001976;Frozen Foods;161.521;OUT018;2009;Medium;Tier 3;Supermarket Type2;1794.331
FDK38;15.1;Low Fat;0.025993423;Frozen Foods;147.4076;OUT046;1997;Small;Tier 1;Supermarket Type1;2808.3444
NCC43;15.1;Low Fat;0.025988508;Frozen Foods;146.6076;OUT035;2004;Small;Tier 2;Supermarket Type1;2364.9216
FDH57;11.8;Regular;0.025978802;Meat;102.5674;OUT045;2002;;Tier 2;Supermarket Type1;1629.8784
FDQ25;13.65;Regular;0.025973384;Snack Foods;79.6302;OUT045;2002;;Tier 2;Supermarket Type1;554.6114
FDA11;19.85;Low Fat;0.025968706;Household;49.5376;OUT046;1997;Small;Tier 1;Supermarket Type1;1006.6896
FDG31;8.785;Low Fat;0.025967624;Fruits and Vegetables;119.9414;OUT046;1997;Small;Tier 1;Supermarket Type1;1462.0968
FDW28;11.8;Regular;0.025966531;Meat;102.2674;OUT049;1999;Medium;Tier 1;Supermarket Type1;2444.8176
FDV14;19.85;Low Fat;0.025963795;Household;46.3376;OUT035;2004;Small;Tier 2;Supermarket Type1;1150.5024
FDB60;8.785;Low Fat;0.025962714;Fruits and Vegetables;120.9414;OUT035;2004;Small;Tier 2;Supermarket Type1;1949.4624
FDU43;13.65;Regular;0.025961116;Snack Foods;80.4302;OUT049;1999;Medium;Tier 1;Supermarket Type1;316.9208
DRH11;;Low Fat;0.025960174;Snack Foods;214.885;OUT027;1985;Medium;Tier 3;Supermarket Type3;4976.855
FDC48;20.25;LF;0.025953257;Household;179.5976;OUT046;1997;Small;Tier 1;Supermarket Type1;2535.3664
DRK39;20.25;Low Fat;0.02594835;Household;180.0976;OUT035;2004;Small;Tier 2;Supermarket Type1;3440.8544
FDB20;19.85;Low Fat;0.025947095;Household;46.9376;OUT013;1987;High;Tier 3;Supermarket Type1;575.2512
FDE51;13.85;Regular;0.025936747;Frozen Foods;164.921;OUT049;1999;Medium;Tier 1;Supermarket Type1;2609.936
FDX36;10;low fat;0.025932408;Canned;264.7226;OUT018;2009;Medium;Tier 3;Supermarket Type2;3171.8712
NCT29;20.25;Low Fat;0.02593166;Household;182.5976;OUT013;1987;High;Tier 3;Supermarket Type1;3078.6592
FDU45;19.1;Regular;0.025924623;Fruits and Vegetables;148.0418;OUT045;2002;;Tier 2;Supermarket Type1;3825.6868
FDF56;11.8;Regular;0.02592132;Meat;101.9674;OUT035;2004;Small;Tier 2;Supermarket Type1;1731.7458
FDW07;13.65;Regular;0.025920816;Snack Foods;81.2302;OUT046;1997;Small;Tier 1;Supermarket Type1;2059.9852
FDR52;12.15;Low Fat;0.025916883;Starchy Foods;120.244;OUT045;2002;;Tier 2;Supermarket Type1;2277.036
FDB45;19.1;Regular;0.025912378;Fruits and Vegetables;146.8418;OUT049;1999;Medium;Tier 1;Supermarket Type1;1765.7016
